newusers,eventcount,totalusers,conversions,totalrevenue,devicecategory,engagementrate,engagedsessions,date
195,2095,226,0,0,desktop,0.724,181,08/12/23
356,1766,371,0,0,mobile,0.592875318,233,08/12/23
13,60,15,0,0,tablet,0.5625,9,08/12/23
101,999,121,0,0,desktop,0.698529412,95,09/12/23
375,2242,402,0,0,mobile,0.559090909,246,09/12/23
21,194,21,0,0,tablet,0.565217391,13,09/12/23
130,938,149,0,0,desktop,0.687116564,112,10/12/23
345,1883,366,0,0,mobile,0.59947644,229,10/12/23
18,68,18,0,0,tablet,0.5,9,10/12/23
230,2294,279,0,0,desktop,0.728395062,236,11/12/23
376,2400,406,0,0,mobile,0.59688196,268,11/12/23
21,212,23,0,0,tablet,0.8,20,11/12/23
180,1758,215,0,0,desktop,0.701612903,174,12/12/23
337,2027,365,0,0,mobile,0.61498708,238,12/12/23
16,220,19,0,0,tablet,0.681818182,15,12/12/23
164,1563,199,0,0,desktop,0.67264574,150,13/12/23
285,1545,305,0,0,mobile,0.613003096,198,13/12/23
16,94,17,0,0,tablet,0.666666667,12,13/12/23
185,1818,219,0,0,desktop,0.698039216,178,14/12/23
318,1954,338,0,0,mobile,0.569444444,205,14/12/23
14,80,15,0,0,tablet,0.4375,7,14/12/23
153,1536,184,0,0,desktop,0.706730769,147,15/12/23
288,1737,309,0,0,mobile,0.570996979,189,15/12/23
7,25,8,0,0,tablet,0.25,2,15/12/23
120,900,133,0,0,desktop,0.765517241,111,16/12/23
374,2021,398,0,0,mobile,0.584507042,249,16/12/23
21,130,24,0,0,tablet,0.583333333,14,16/12/23
95,1108,115,0,0,desktop,0.71969697,95,17/12/23
325,1797,357,0,0,mobile,0.563157895,214,17/12/23
26,123,27,0,0,tablet,0.607142857,17,17/12/23
222,2543,259,0,0,desktop,0.713793103,207,18/12/23
327,2009,358,0,0,mobile,0.599489796,235,18/12/23
15,93,16,0,0,tablet,0.470588235,8,18/12/23
184,1821,216,0,0,desktop,0.666666667,166,19/12/23
335,1830,358,0,0,mobile,0.541237113,210,19/12/23
15,101,18,0,0,tablet,0.777777778,14,19/12/23
131,1325,166,0,0,desktop,0.653061224,128,20/12/23
303,1616,322,0,0,mobile,0.581120944,197,20/12/23
23,115,23,0,0,tablet,0.739130435,17,20/12/23
144,1138,175,0,0,desktop,0.714285714,140,21/12/23
270,1576,292,0,0,mobile,0.560897436,175,21/12/23
18,109,18,0,0,tablet,0.631578947,12,21/12/23
128,1354,159,0,0,desktop,0.734104046,127,22/12/23
288,1567,312,0,0,mobile,0.566765579,191,22/12/23
15,71,15,0,0,tablet,0.666666667,10,22/12/23
100,809,110,0,0,desktop,0.67768595,82,23/12/23
276,1453,300,0,0,mobile,0.548589342,175,23/12/23
17,81,17,0,0,tablet,0.470588235,8,23/12/23
60,396,76,0,0,desktop,0.597560976,49,24/12/23
232,1165,242,0,0,mobile,0.584,146,24/12/23
15,89,18,0,0,tablet,0.421052632,8,24/12/23
56,557,65,0,0,desktop,0.777777778,56,25/12/23
195,949,208,0,0,mobile,0.528037383,113,25/12/23
11,134,14,0,0,tablet,0.571428571,8,25/12/23
112,1101,124,0,0,desktop,0.768115942,106,26/12/23
327,1576,342,0,0,mobile,0.598870056,212,26/12/23
13,58,13,0,0,tablet,0.571428571,8,26/12/23
131,1467,152,0,0,desktop,0.776470588,132,27/12/23
362,1924,386,0,0,mobile,0.561576355,228,27/12/23
15,66,17,0,0,tablet,0.5,9,27/12/23
140,1594,168,0,0,desktop,0.702020202,139,28/12/23
355,1865,376,0,0,mobile,0.53101737,214,28/12/23
27,165,31,0,0,tablet,0.741935484,23,28/12/23
118,952,132,0,0,desktop,0.722222222,104,29/12/23
333,1580,348,0,0,mobile,0.546448087,200,29/12/23
18,82,20,0,0,tablet,0.45,9,29/12/23
138,873,145,0,0,desktop,0.780645161,121,30/12/23
347,1721,366,0,0,mobile,0.541450777,209,30/12/23
21,82,22,0,0,tablet,0.590909091,13,30/12/23
87,528,95,0,0,desktop,0.676767677,67,31/12/23
292,1355,308,0,0,mobile,0.51863354,167,31/12/23
18,70,18,0,0,tablet,0.555555556,10,31/12/23
121,994,132,0,0,desktop,0.633802817,90,01/01/24
351,1745,379,0,0,mobile,0.569620253,225,01/01/24
21,82,23,0,0,tablet,0.47826087,11,01/01/24
193,1913,230,0,0,desktop,0.713178295,184,02/01/24
407,2292,433,0,0,mobile,0.616740088,280,02/01/24
19,125,19,0,0,tablet,0.52173913,12,02/01/24
242,2140,273,0,0,desktop,0.654952077,205,03/01/24
377,2100,405,0,0,mobile,0.605140187,259,03/01/24
1,3,1,0,0,smart tv,0,0,03/01/24
21,102,24,0,0,tablet,0.625,15,03/01/24
227,2446,274,0,0,desktop,0.730263158,222,04/01/24
389,2240,412,0,0,mobile,0.633027523,276,04/01/24
15,64,15,0,0,tablet,0.533333333,8,04/01/24
229,2181,270,0,0,desktop,0.68707483,202,05/01/24
347,2286,383,0,0,mobile,0.620192308,258,05/01/24
16,62,16,0,0,tablet,0.5,8,05/01/24
146,1272,171,0,0,desktop,0.70212766,132,06/01/24
404,2199,430,0,0,mobile,0.599118943,272,06/01/24
37,164,38,0,0,tablet,0.615384615,24,06/01/24
138,1283,163,0,0,desktop,0.699421965,121,07/01/24
369,1909,400,0,0,mobile,0.576388889,249,07/01/24
27,159,28,0,0,tablet,0.827586207,24,07/01/24
221,2170,255,0,0,desktop,0.723021583,201,08/01/24
371,2390,391,0,0,mobile,0.641148325,268,08/01/24
20,155,21,0,0,tablet,0.52,13,08/01/24
246,2469,287,0,0,desktop,0.703030303,232,09/01/24
357,1898,375,0,0,mobile,0.589420655,234,09/01/24
25,199,26,0,0,tablet,0.555555556,15,09/01/24
219,2241,258,0,0,desktop,0.740740741,220,10/01/24
344,2205,373,0,0,mobile,0.610552764,243,10/01/24
20,126,22,0,0,tablet,0.52173913,12,10/01/24
206,2016,252,0,0,desktop,0.693379791,199,11/01/24
314,1932,341,0,0,mobile,0.581717452,210,11/01/24
24,224,27,0,0,tablet,0.777777778,21,11/01/24
217,1913,250,0,0,desktop,0.694244604,193,12/01/24
368,2108,404,0,0,mobile,0.600950119,253,12/01/24
25,163,26,0,0,tablet,0.607142857,17,12/01/24
163,1502,187,0,0,desktop,0.643902439,132,13/01/24
421,2424,443,0,0,mobile,0.635789474,302,13/01/24
38,205,38,0,0,tablet,0.536585366,22,13/01/24
140,1520,165,0,0,desktop,0.723756906,131,14/01/24
429,2558,461,0,0,mobile,0.639839034,318,14/01/24
26,134,29,0,0,tablet,0.580645161,18,14/01/24
275,2764,328,0,0,desktop,0.703296703,256,15/01/24
405,2310,431,0,0,mobile,0.626086957,288,15/01/24
24,112,26,0,0,tablet,0.576923077,15,15/01/24
251,2072,301,0,0,desktop,0.635820896,213,16/01/24
364,2196,382,0,0,mobile,0.658354115,264,16/01/24
22,215,24,0,0,tablet,0.416666667,10,16/01/24
216,1958,256,0,0,desktop,0.731182796,204,17/01/24
367,2058,385,0,0,mobile,0.574938575,234,17/01/24
18,138,19,0,0,tablet,0.681818182,15,17/01/24
199,1877,240,0,0,desktop,0.730909091,201,18/01/24
366,2102,385,0,0,mobile,0.555035129,237,18/01/24
16,101,17,0,0,tablet,0.529411765,9,18/01/24
221,1656,250,0,0,desktop,0.656028369,185,19/01/24
375,2042,403,0,0,mobile,0.584507042,249,19/01/24
22,174,24,0,0,tablet,0.56,14,19/01/24
173,1267,198,0,0,desktop,0.67281106,146,20/01/24
449,2495,477,0,0,mobile,0.631578947,312,20/01/24
18,98,20,0,0,tablet,0.636363636,14,20/01/24
173,1528,197,0,0,desktop,0.748837209,161,21/01/24
419,2163,439,0,0,mobile,0.611713666,282,21/01/24
25,110,25,0,0,tablet,0.576923077,15,21/01/24
293,2918,333,0,0,desktop,0.688311688,265,22/01/24
378,2199,408,0,0,mobile,0.6,264,22/01/24
30,132,31,0,0,tablet,0.548387097,17,22/01/24
250,2120,288,0,0,desktop,0.641104294,209,23/01/24
361,2247,399,0,0,mobile,0.654676259,273,23/01/24
16,76,16,0,0,tablet,0.6875,11,23/01/24
225,1876,261,0,0,desktop,0.696969697,207,24/01/24
349,1894,369,0,0,mobile,0.596401028,232,24/01/24
20,131,20,0,0,tablet,0.391304348,9,24/01/24
208,1863,242,0,0,desktop,0.703971119,195,25/01/24
380,2145,398,0,0,mobile,0.585480094,250,25/01/24
23,101,24,0,0,tablet,0.56,14,25/01/24
191,1591,220,0,0,desktop,0.668032787,163,26/01/24
344,1944,369,0,0,mobile,0.579081633,227,26/01/24
19,178,21,0,0,tablet,0.666666667,14,26/01/24
197,1836,226,0,0,desktop,0.722891566,180,27/01/24
436,2426,469,0,0,mobile,0.585170341,292,27/01/24
26,208,28,0,0,tablet,0.689655172,20,27/01/24
188,1415,204,0,0,desktop,0.745535714,167,28/01/24
476,2633,501,0,0,mobile,0.559479554,301,28/01/24
30,204,31,0,0,tablet,0.35483871,11,28/01/24
255,3043,293,0,0,desktop,0.782208589,255,29/01/24
413,2329,445,0,0,mobile,0.616525424,291,29/01/24
22,132,24,0,0,tablet,0.52,13,29/01/24
243,2615,283,0,0,desktop,0.760383387,238,30/01/24
365,2388,398,0,0,mobile,0.614832536,257,30/01/24
18,85,18,0,0,tablet,0.666666667,12,30/01/24
240,2785,288,0,0,desktop,0.717391304,231,31/01/24
341,2019,372,0,0,mobile,0.640897756,257,31/01/24
20,121,23,0,0,tablet,0.68,17,31/01/24
221,2909,250,0,0,desktop,0.682142857,191,01/02/24
369,2183,406,0,0,mobile,0.602836879,255,01/02/24
29,130,31,0,0,tablet,0.5,16,01/02/24
225,2015,267,0,0,desktop,0.65,195,02/02/24
454,2715,484,0,0,mobile,0.5703125,292,02/02/24
26,204,28,0,0,tablet,0.666666667,20,02/02/24
182,1889,214,0,0,desktop,0.724576271,171,03/02/24
555,3196,598,0,0,mobile,0.580031696,366,03/02/24
24,125,26,0,0,tablet,0.653846154,17,03/02/24
178,1675,206,0,0,desktop,0.655021834,150,04/02/24
596,3359,635,0,0,mobile,0.535820896,359,04/02/24
27,118,27,0,0,tablet,0.592592593,16,04/02/24
275,2465,330,0,0,desktop,0.695290859,251,05/02/24
516,3315,546,0,0,mobile,0.51369863,300,05/02/24
33,232,36,0,0,tablet,0.552631579,21,05/02/24
272,2598,312,0,0,desktop,0.708683473,253,06/02/24
472,2310,505,0,0,mobile,0.513307985,270,06/02/24
15,123,16,0,0,tablet,0.375,6,06/02/24
239,2178,277,0,0,desktop,0.667711599,213,07/02/24
538,2887,567,0,0,mobile,0.496632997,295,07/02/24
28,148,30,0,0,tablet,0.548387097,17,07/02/24
280,2990,320,0,0,desktop,0.700549451,255,08/02/24
460,2408,491,0,0,mobile,0.47519084,249,08/02/24
1,3,1,0,0,smart tv,0,0,08/02/24
29,146,32,0,0,tablet,0.636363636,21,08/02/24
245,1961,280,0,0,desktop,0.601910828,189,09/02/24
431,2450,479,0,0,mobile,0.533596838,270,09/02/24
34,146,37,0,0,tablet,0.405405405,15,09/02/24
189,1581,218,0,0,desktop,0.64957265,152,10/02/24
516,3206,550,0,0,mobile,0.601724138,349,10/02/24
36,204,38,0,0,tablet,0.461538462,18,10/02/24
186,1326,214,0,0,desktop,0.53539823,121,11/02/24
411,2510,435,0,0,mobile,0.586956522,270,11/02/24
34,165,38,0,0,tablet,0.525,21,11/02/24
285,3101,332,0,0,desktop,0.664,249,12/02/24
394,2907,427,0,0,mobile,0.613390929,284,12/02/24
25,173,26,0,0,tablet,0.555555556,15,12/02/24
262,2669,312,0,0,desktop,0.645892351,228,13/02/24
428,2480,454,0,0,mobile,0.578093306,285,13/02/24
32,175,34,0,0,tablet,0.617647059,21,13/02/24
255,2782,300,0,0,desktop,0.712538226,233,14/02/24
361,2071,394,0,0,mobile,0.555825243,229,14/02/24
22,129,23,0,0,tablet,0.565217391,13,14/02/24
245,3245,293,0,0,desktop,0.702702703,234,15/02/24
356,2035,382,0,0,mobile,0.597014925,240,15/02/24
31,217,32,0,0,tablet,0.545454545,18,15/02/24
250,2063,300,0,0,desktop,0.56547619,190,16/02/24
399,2159,426,0,0,mobile,0.582589286,261,16/02/24
30,264,31,0,0,tablet,0.529411765,18,16/02/24
222,2128,242,0,0,desktop,0.636015326,166,17/02/24
501,3039,523,0,0,mobile,0.616513761,336,17/02/24
1,3,1,0,0,smart tv,0,0,17/02/24
38,345,42,0,0,tablet,0.511627907,22,17/02/24
199,1363,217,0,0,desktop,0.62173913,143,18/02/24
485,2934,518,0,0,mobile,0.631578947,348,18/02/24
38,164,41,0,0,tablet,0.414634146,17,18/02/24
290,2547,331,0,0,desktop,0.634666667,238,19/02/24
438,2768,465,0,0,mobile,0.639917695,311,19/02/24
35,200,38,0,0,tablet,0.56097561,23,19/02/24
279,2574,326,0,0,desktop,0.64902507,233,20/02/24
424,2483,465,0,0,mobile,0.587268994,286,20/02/24
26,129,30,0,0,tablet,0.548387097,17,20/02/24
262,2316,303,0,0,desktop,0.689552239,231,21/02/24
435,2527,471,0,0,mobile,0.559760956,281,21/02/24
40,222,43,0,0,tablet,0.586956522,27,21/02/24
298,2436,338,0,0,desktop,0.652631579,248,22/02/24
401,2545,429,0,0,mobile,0.554585153,254,22/02/24
24,112,27,0,0,tablet,0.428571429,12,22/02/24
233,2745,288,0,0,desktop,0.671641791,225,23/02/24
434,2650,473,0,0,mobile,0.531746032,268,23/02/24
27,170,28,0,0,tablet,0.551724138,16,23/02/24
223,2183,249,0,0,desktop,0.681318681,186,24/02/24
596,3317,644,0,0,mobile,0.524709302,361,24/02/24
33,253,34,0,0,tablet,0.583333333,21,24/02/24
207,2004,236,0,0,desktop,0.646153846,168,25/02/24
593,3486,637,0,0,mobile,0.539027982,366,25/02/24
31,185,35,0,0,tablet,0.628571429,22,25/02/24
284,2953,345,0,0,desktop,0.669172932,267,26/02/24
481,2853,516,0,0,mobile,0.589605735,329,26/02/24
24,127,26,0,0,tablet,0.769230769,20,26/02/24
341,5372,397,0,0,desktop,0.717333333,269,27/02/24
380,2249,414,0,0,mobile,0.529017857,237,27/02/24
28,154,30,0,0,tablet,0.625,20,27/02/24
237,2588,279,0,0,desktop,0.671686747,223,28/02/24
400,3012,441,0,0,mobile,0.583162218,284,28/02/24
25,144,28,0,0,tablet,0.612903226,19,28/02/24
281,3298,338,0,0,desktop,0.644278607,259,29/02/24
448,2806,497,0,0,mobile,0.543956044,297,29/02/24
33,314,37,0,0,tablet,0.775,31,29/02/24
218,2300,272,0,0,desktop,0.676282051,211,01/03/24
388,2516,435,0,0,mobile,0.539915966,257,01/03/24
26,214,29,0,0,tablet,0.709677419,22,01/03/24
201,2032,244,0,0,desktop,0.630597015,169,02/03/24
539,3235,596,0,0,mobile,0.529680365,348,02/03/24
1,3,1,0,0,smart tv,0,0,02/03/24
44,290,50,0,0,tablet,0.5,27,02/03/24
194,1982,226,0,0,desktop,0.673387097,167,03/03/24
557,3204,618,0,0,mobile,0.571428571,384,03/03/24
26,191,31,0,0,tablet,0.647058824,22,03/03/24
287,3239,346,0,0,desktop,0.646039604,261,04/03/24
497,2931,548,0,0,mobile,0.520868114,312,04/03/24
34,263,35,0,0,tablet,0.6,21,04/03/24
224,2396,275,0,0,desktop,0.657575758,217,05/03/24
367,2241,412,0,0,mobile,0.48812095,226,05/03/24
22,181,26,0,0,tablet,0.586206897,17,05/03/24
224,2613,271,0,0,desktop,0.715654952,224,06/03/24
339,1922,377,0,0,mobile,0.523341523,213,06/03/24
29,164,32,0,0,tablet,0.5,17,06/03/24
179,2268,232,0,0,desktop,0.684210526,195,07/03/24
283,1814,334,0,0,mobile,0.484764543,175,07/03/24
21,201,30,0,0,tablet,0.588235294,20,07/03/24
158,2245,212,0,0,desktop,0.637795276,162,08/03/24
301,1825,333,0,0,mobile,0.518817204,193,08/03/24
13,62,15,0,0,tablet,0.466666667,7,08/03/24
142,1301,159,0,0,desktop,0.68,119,09/03/24
368,2346,407,0,0,mobile,0.556792873,250,09/03/24
20,174,26,0,0,tablet,0.518518519,14,09/03/24
121,1201,137,0,0,desktop,0.713375796,112,10/03/24
345,2200,381,0,0,mobile,0.587804878,241,10/03/24
22,160,24,0,0,tablet,0.615384615,16,10/03/24
190,2391,245,0,0,desktop,0.732876712,214,11/03/24
294,1969,332,0,0,mobile,0.547683924,201,11/03/24
26,295,30,0,0,tablet,0.53125,17,11/03/24
146,2070,203,0,0,desktop,0.66122449,162,12/03/24
239,1625,289,0,0,mobile,0.496987952,165,12/03/24
21,330,27,0,0,tablet,0.5,14,12/03/24
152,1847,188,0,0,desktop,0.668181818,147,13/03/24
240,1553,269,0,0,mobile,0.482993197,142,13/03/24
20,146,24,0,0,tablet,0.5,13,13/03/24
147,1719,183,0,0,desktop,0.633333333,133,14/03/24
251,1571,286,0,0,mobile,0.549839228,171,14/03/24
18,253,24,0,0,tablet,0.576923077,15,14/03/24
142,1786,182,0,0,desktop,0.640776699,132,15/03/24
258,1688,295,0,0,mobile,0.484939759,161,15/03/24
17,135,24,0,0,tablet,0.4,10,15/03/24
104,1095,127,0,0,desktop,0.700729927,96,16/03/24
283,1793,312,0,0,mobile,0.566765579,191,16/03/24
1,4,1,0,0,smart tv,1,1,16/03/24
31,260,35,0,0,tablet,0.475,19,16/03/24
113,1082,137,0,0,desktop,0.632911392,100,17/03/24
261,1598,278,0,0,mobile,0.535836177,157,17/03/24
22,184,23,0,0,tablet,0.52,13,17/03/24
200,2786,249,0,0,desktop,0.716666667,215,18/03/24
266,2005,302,0,0,mobile,0.554896142,187,18/03/24
16,97,21,0,0,tablet,0.380952381,8,18/03/24
165,2149,205,0,0,desktop,0.76419214,175,19/03/24
232,1445,260,0,0,mobile,0.584837545,162,19/03/24
27,203,31,0,0,tablet,0.416666667,15,19/03/24
168,1863,214,0,0,desktop,0.665354331,169,20/03/24
248,1621,283,0,0,mobile,0.481967213,147,20/03/24
15,114,18,0,0,tablet,0.578947368,11,20/03/24
180,2366,233,0,0,desktop,0.661870504,184,21/03/24
220,1733,258,0,0,mobile,0.567010309,165,21/03/24
15,109,16,0,0,tablet,0.473684211,9,21/03/24
243,2853,297,0,0,desktop,0.593495935,219,22/03/24
225,1864,273,0,0,mobile,0.550819672,168,22/03/24
10,95,15,0,0,tablet,0.611111111,11,22/03/24
141,1612,173,0,0,desktop,0.630541872,128,23/03/24
305,2142,355,0,0,mobile,0.567839196,226,23/03/24
16,98,20,0,0,tablet,0.55,11,23/03/24
151,1723,183,0,0,desktop,0.671428571,141,24/03/24
254,1892,291,0,0,mobile,0.536050157,171,24/03/24
17,117,20,0,0,tablet,0.45,9,24/03/24
175,2318,238,0,0,desktop,0.659793814,192,25/03/24
243,1842,290,0,0,mobile,0.567901235,184,25/03/24
14,254,18,0,0,tablet,0.695652174,16,25/03/24
166,2345,217,0,0,desktop,0.713740458,187,26/03/24
194,1256,224,0,0,mobile,0.542857143,133,26/03/24
11,310,12,0,0,tablet,0.769230769,10,26/03/24
152,1996,208,0,0,desktop,0.576763485,139,27/03/24
181,1382,220,0,0,mobile,0.545064378,127,27/03/24
18,132,19,0,0,tablet,0.583333333,14,27/03/24
142,1732,185,0,0,desktop,0.669811321,142,28/03/24
227,1683,262,0,0,mobile,0.597972973,177,28/03/24
17,96,17,0,0,tablet,0.555555556,10,28/03/24
143,1554,179,0,0,desktop,0.671641791,135,29/03/24
222,1450,256,0,0,mobile,0.625454545,172,29/03/24
18,102,20,0,0,tablet,0.5,10,29/03/24
130,1227,147,0,0,desktop,0.65,104,30/03/24
296,1852,324,0,0,mobile,0.630681818,222,30/03/24
18,179,20,0,0,tablet,0.5,10,30/03/24
108,1280,127,0,0,desktop,0.654929577,93,31/03/24
250,1704,279,0,0,mobile,0.616393443,188,31/03/24
11,90,12,0,0,tablet,0.583333333,7,31/03/24
194,2863,241,0,0,desktop,0.668789809,210,01/04/24
303,2086,346,0,0,mobile,0.552083333,212,01/04/24
23,124,25,0,0,tablet,0.52,13,01/04/24
239,3094,296,0,0,desktop,0.676630435,249,02/04/24
258,1896,296,0,0,mobile,0.608562691,199,02/04/24
7,44,10,0,0,tablet,0.416666667,5,02/04/24
202,2880,262,0,0,desktop,0.6875,231,03/04/24
307,1997,339,0,0,mobile,0.552910053,209,03/04/24
13,86,18,0,0,tablet,0.473684211,9,03/04/24
208,2269,254,0,0,desktop,0.654605263,199,04/04/24
287,1933,333,0,0,mobile,0.534626039,193,04/04/24
21,237,24,0,0,tablet,0.64,16,04/04/24
180,1877,228,0,0,desktop,0.588679245,156,05/04/24
286,1882,327,0,0,mobile,0.6,216,05/04/24
17,125,18,0,0,tablet,0.5,9,05/04/24
170,2005,207,0,0,desktop,0.580786026,133,06/04/24
369,2624,412,0,0,mobile,0.555314534,256,06/04/24
23,188,26,0,0,tablet,0.5,13,06/04/24
150,1588,191,0,0,desktop,0.574162679,120,07/04/24
348,2051,372,0,0,mobile,0.57960199,233,07/04/24
15,76,19,0,0,tablet,0.315789474,6,07/04/24
213,2542,257,0,0,desktop,0.663398693,203,08/04/24
289,1791,327,0,0,mobile,0.56056338,199,08/04/24
16,72,17,0,0,tablet,0.529411765,9,08/04/24
194,2165,243,0,0,desktop,0.658450704,187,09/04/24
282,1922,322,0,0,mobile,0.596638655,213,09/04/24
20,176,24,0,0,tablet,0.68,17,09/04/24
185,1934,229,0,0,desktop,0.675276753,183,10/04/24
266,1600,297,0,0,mobile,0.577380952,194,10/04/24
14,171,18,0,0,tablet,0.611111111,11,10/04/24
217,2599,271,0,0,desktop,0.699367089,221,11/04/24
341,1991,376,0,0,mobile,0.535545024,226,11/04/24
13,68,16,0,0,tablet,0.529411765,9,11/04/24
180,2049,225,0,0,desktop,0.706766917,188,12/04/24
294,1859,328,0,0,mobile,0.564738292,205,12/04/24
18,130,21,0,0,tablet,0.727272727,16,12/04/24
122,1356,148,0,0,desktop,0.715116279,123,13/04/24
382,2419,425,0,0,mobile,0.578616352,276,13/04/24
13,83,13,0,0,tablet,0.6875,11,13/04/24
146,1242,166,0,0,desktop,0.682795699,127,14/04/24
352,1843,386,0,0,mobile,0.563414634,231,14/04/24
17,164,18,0,0,tablet,0.68,17,14/04/24
220,2539,266,0,0,desktop,0.703470032,223,15/04/24
316,2164,353,0,0,mobile,0.621483376,243,15/04/24
18,134,21,0,0,tablet,0.68,17,15/04/24
213,2405,265,0,0,desktop,0.67192429,213,16/04/24
292,2074,334,0,0,mobile,0.600522193,230,16/04/24
20,134,23,0,0,tablet,0.56,14,16/04/24
207,3032,264,0,0,desktop,0.671826625,217,17/04/24
316,1900,342,0,0,mobile,0.585831063,215,17/04/24
15,137,17,0,0,tablet,0.588235294,10,17/04/24
202,2445,250,0,0,desktop,0.676375405,209,18/04/24
315,1953,345,0,0,mobile,0.523809524,198,18/04/24
12,94,15,0,0,tablet,0.5625,9,18/04/24
183,2000,232,0,0,desktop,0.685714286,192,19/04/24
324,2124,360,0,0,mobile,0.564231738,224,19/04/24
12,108,14,0,0,tablet,0.764705882,13,19/04/24
153,1907,183,0,0,desktop,0.701421801,148,20/04/24
382,2452,421,0,0,mobile,0.569892473,265,20/04/24
19,152,22,0,0,tablet,0.72,18,20/04/24
135,1356,169,0,0,desktop,0.614583333,118,21/04/24
353,2299,394,0,0,mobile,0.571095571,245,21/04/24
24,149,26,0,0,tablet,0.655172414,19,21/04/24
203,2262,240,0,0,desktop,0.717314488,203,22/04/24
309,2051,352,0,0,mobile,0.545454545,216,22/04/24
11,103,15,0,0,tablet,0.722222222,13,22/04/24
215,2389,266,0,0,desktop,0.71656051,225,23/04/24
327,1725,360,0,0,mobile,0.54025974,208,23/04/24
7,71,12,0,0,tablet,0.5,6,23/04/24
196,2192,250,0,0,desktop,0.655913978,183,24/04/24
282,1619,314,0,0,mobile,0.520114943,181,24/04/24
12,64,14,0,0,tablet,0.666666667,10,24/04/24
176,1767,228,0,0,desktop,0.681818182,180,25/04/24
348,2078,379,0,0,mobile,0.523227384,214,25/04/24
16,85,16,0,0,tablet,0.9375,15,25/04/24
170,2047,212,0,0,desktop,0.759036145,189,26/04/24
279,1755,320,0,0,mobile,0.574285714,201,26/04/24
1,4,1,0,0,smart tv,1,1,26/04/24
17,83,18,0,0,tablet,0.555555556,10,26/04/24
145,1629,182,0,0,desktop,0.695238095,146,27/04/24
379,2471,421,0,0,mobile,0.584745763,276,27/04/24
14,151,17,0,0,tablet,0.631578947,12,27/04/24
138,1712,170,0,0,desktop,0.68877551,135,28/04/24
394,2144,424,0,0,mobile,0.545258621,253,28/04/24
16,86,19,0,0,tablet,0.6,12,28/04/24
241,2086,281,0,0,desktop,0.662613982,218,29/04/24
364,2351,403,0,0,mobile,0.572062084,258,29/04/24
16,117,17,0,0,tablet,0.882352941,15,29/04/24
204,2261,253,0,0,desktop,0.710801394,204,30/04/24
357,2229,395,0,0,mobile,0.518930958,233,30/04/24
1,3,1,0,0,smart tv,0,0,30/04/24
16,110,17,0,0,tablet,0.45,9,30/04/24
180,1841,217,0,0,desktop,0.688715953,177,01/05/24
296,1725,325,0,0,mobile,0.546703297,199,01/05/24
8,44,9,0,0,tablet,0.636363636,7,01/05/24
161,1537,208,0,0,desktop,0.682730924,170,02/05/24
272,1748,307,0,0,mobile,0.530259366,184,02/05/24
15,86,17,0,0,tablet,0.5,9,02/05/24
188,2153,237,0,0,desktop,0.673684211,192,03/05/24
317,1791,347,0,0,mobile,0.581395349,225,03/05/24
17,114,18,0,0,tablet,0.666666667,12,03/05/24
103,939,118,0,0,desktop,0.702290076,92,04/05/24
342,2020,378,0,0,mobile,0.526442308,219,04/05/24
12,69,13,0,0,tablet,0.769230769,10,04/05/24
137,1478,164,0,0,desktop,0.698924731,130,05/05/24
374,2008,407,0,0,mobile,0.564920273,248,05/05/24
18,153,18,0,0,tablet,0.722222222,13,05/05/24
200,2150,248,0,0,desktop,0.676056338,192,06/05/24
308,1991,350,0,0,mobile,0.492146597,188,06/05/24
17,154,19,0,0,tablet,0.857142857,18,06/05/24
183,2040,238,0,0,desktop,0.665467626,185,07/05/24
332,2360,377,0,0,mobile,0.545023697,230,07/05/24
11,75,11,0,0,tablet,0.571428571,8,07/05/24
184,1832,232,0,0,desktop,0.652014652,178,08/05/24
350,2369,390,0,0,mobile,0.58041958,249,08/05/24
15,62,17,0,0,tablet,0.411764706,7,08/05/24
178,1901,247,0,0,desktop,0.647457627,191,09/05/24
402,2071,434,0,0,mobile,0.480603448,223,09/05/24
22,159,22,0,0,tablet,0.434782609,10,09/05/24
134,1334,170,0,0,desktop,0.663265306,130,10/05/24
395,1909,428,0,0,mobile,0.449888641,202,10/05/24
14,112,15,0,0,tablet,0.352941176,6,10/05/24
130,1199,158,0,0,desktop,0.674157303,120,11/05/24
455,2360,485,0,0,mobile,0.478927203,250,11/05/24
24,138,27,0,0,tablet,0.428571429,12,11/05/24
120,1321,143,0,0,desktop,0.725609756,119,12/05/24
406,2071,431,0,0,mobile,0.479302832,220,12/05/24
31,249,34,0,0,tablet,0.371428571,13,12/05/24
216,2082,261,0,0,desktop,0.731292517,215,13/05/24
428,2277,472,0,0,mobile,0.493256262,256,13/05/24
19,161,19,0,0,tablet,0.578947368,11,13/05/24
241,2650,294,0,0,desktop,0.700296736,236,14/05/24
334,1793,373,0,0,mobile,0.441102757,176,14/05/24
19,90,21,0,0,tablet,0.523809524,11,14/05/24
213,2307,263,0,0,desktop,0.652866242,205,15/05/24
400,2125,444,0,0,mobile,0.473794549,226,15/05/24
27,123,29,0,0,tablet,0.290322581,9,15/05/24
173,1647,210,0,0,desktop,0.651821862,161,16/05/24
381,1980,407,0,0,mobile,0.472850679,209,16/05/24
26,114,28,0,0,tablet,0.551724138,16,16/05/24
213,1971,258,0,0,desktop,0.657807309,198,17/05/24
