region,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
Bratislava Region,1,1,0,353783484,0,0,0,28/06/24
British Columbia,23,25,0,353783484,0,0.535714286,15,28/06/24
California,16,17,0,353783484,0,0.285714286,6,28/06/24
Central District,1,1,0,353783484,0,1,1,28/06/24
Colorado,3,3,0,353783484,0,0,0,28/06/24
Community of Madrid,1,1,0,353783484,0,0,0,28/06/24
Connecticut,1,1,0,353783484,0,1,1,28/06/24
County Cork,1,1,0,353783484,0,0,0,28/06/24
County Dublin,1,1,0,353783484,0,1,1,28/06/24
Davao Region,1,1,0,353783484,0,1,1,28/06/24
Demerara-Mahaica,2,2,0,353783484,0,0.5,1,28/06/24
District of Columbia,1,1,0,353783484,0,0,0,28/06/24
Dubai,2,2,0,353783484,0,0.5,1,28/06/24
England,38,41,0,353783484,0,0.422222222,19,28/06/24
Essequibo Islands-West Demerara,1,1,0,353783484,0,0,0,28/06/24
Florida,10,10,0,353783484,0,0.6,6,28/06/24
Galicia,1,1,0,353783484,0,1,1,28/06/24
Gauteng,1,1,0,353783484,0,0,0,28/06/24
Georgia,7,7,0,353783484,0,0.571428571,4,28/06/24
Greater Accra Region,1,2,0,353783484,0,0.5,1,28/06/24
Hai Phong,1,1,0,353783484,0,0,0,28/06/24
Hauts-de-France,1,1,0,353783484,0,0,0,28/06/24
Idaho,1,1,0,353783484,0,1,1,28/06/24
Illinois,10,10,0,353783484,0,0.7,7,28/06/24
Indiana,0,1,0,353783484,0,0,0,28/06/24
Iowa,2,2,0,353783484,0,1,2,28/06/24
Kanagawa,1,1,0,353783484,0,0,0,28/06/24
Kansas,2,2,0,353783484,0,1,2,28/06/24
Karnataka,1,1,0,353783484,0,1,1,28/06/24
Kentucky,1,1,0,353783484,0,0,0,28/06/24
Kirov Oblast,0,1,0,353783484,0,0,0,28/06/24
KwaZulu-Natal,2,2,0,353783484,0,0,0,28/06/24
Lagos,1,1,0,353783484,0,0,0,28/06/24
Louisiana,2,2,0,353783484,0,0,0,28/06/24
Lower Saxony,1,1,0,353783484,0,1,1,28/06/24
Maharashtra,3,3,0,353783484,0,0.5,2,28/06/24
Manitoba,2,2,0,353783484,0,0.333333333,1,28/06/24
Massachusetts,2,3,0,353783484,0,0.333333333,1,28/06/24
Michigan,5,5,0,353783484,0,0.6,3,28/06/24
Minnesota,1,1,0,353783484,0,1,1,28/06/24
Missouri,6,7,0,353783484,0,0.222222222,2,28/06/24
Mizoram,1,1,0,353783484,0,0,0,28/06/24
Moscow,1,1,0,353783484,0,1,1,28/06/24
Mpumalanga,0,1,0,353783484,0,0,0,28/06/24
Nebraska,1,1,0,353783484,0,0,0,28/06/24
Negeri Sembilan,0,1,0,353783484,0,0,0,28/06/24
New Brunswick,1,1,0,353783484,0,1,1,28/06/24
New Jersey,4,5,0,353783484,0,0.2,1,28/06/24
New Mexico,1,1,0,353783484,0,1,1,28/06/24
New Providence,1,1,0,353783484,0,0,0,28/06/24
New South Wales,4,4,0,353783484,0,0.5,2,28/06/24
New York,8,9,0,353783484,0,0.7,7,28/06/24
Newfoundland and Labrador,2,2,0,353783484,0,1,2,28/06/24
North Carolina,3,4,0,353783484,0,0.5,2,28/06/24
North Dakota,1,1,0,353783484,0,0,0,28/06/24
North Holland,0,1,0,353783484,0,0,0,28/06/24
Northern Ireland,0,1,0,353783484,0,1,1,28/06/24
Nova Scotia,2,3,0,353783484,0,0.5,2,28/06/24
Novgorod Oblast,1,1,0,353783484,0,1,1,28/06/24
Odisha,1,1,0,353783484,0,0,0,28/06/24
Ohio,8,8,0,353783484,0,0.2,2,28/06/24
Oklahoma,1,2,0,353783484,0,0,0,28/06/24
Ontario,163,215,0,353783484,0,0.64,160,28/06/24
Oregon,1,1,0,353783484,0,1,1,28/06/24
Ouest Department,1,1,0,353783484,0,1,1,28/06/24
Pennsylvania,4,4,0,353783484,0,0.25,1,28/06/24
Prince Edward Island,1,1,0,353783484,0,1,1,28/06/24
Punjab,1,1,0,353783484,0,0,0,28/06/24
Quebec,34,46,0,353783484,0,0.66,33,28/06/24
Queensland,2,2,0,353783484,0,0.5,1,28/06/24
Rajasthan,1,1,0,353783484,0,0,0,28/06/24
Rhode Island,1,1,0,353783484,0,0,0,28/06/24
Saskatchewan,5,5,0,353783484,0,0.2,1,28/06/24
Scotland,2,3,0,353783484,0,0.333333333,2,28/06/24
South Australia,1,2,0,353783484,0,1,2,28/06/24
South Carolina,2,3,0,353783484,0,0.333333333,1,28/06/24
Taipei City,0,1,0,353783484,0,0,0,28/06/24
Tamil Nadu,2,2,0,353783484,0,1,2,28/06/24
Tennessee,1,2,0,353783484,0,0,0,28/06/24
Texas,11,11,0,353783484,0,0.363636364,4,28/06/24
Tokyo,2,3,0,353783484,0,0,0,28/06/24
Utah,4,4,0,353783484,0,0.75,3,28/06/24
Uttar Pradesh,1,1,0,353783484,0,1,1,28/06/24
Victoria,2,3,0,353783484,0,0,0,28/06/24
Virginia,9,9,0,353783484,0,0.666666667,6,28/06/24
Wales,1,1,0,353783484,0,1,1,28/06/24
Washington,7,7,0,353783484,0,0.555555556,5,28/06/24
West Bengal,2,6,0,353783484,0,0.428571429,3,28/06/24
Western Australia,0,1,0,353783484,0,0,0,28/06/24
Wisconsin,3,3,0,353783484,0,0.333333333,1,28/06/24
Wyoming,2,2,0,353783484,0,0.5,1,28/06/24
(not set),6,6,0,353783484,0,0,0,29/06/24
Aichi,2,2,0,353783484,0,0,0,29/06/24
Alabama,4,4,0,353783484,0,0.6,3,29/06/24
Alberta,20,21,0,353783484,0,0.565217391,13,29/06/24
Arizona,2,2,0,353783484,0,0,0,29/06/24
Arkansas,2,2,0,353783484,0,0,0,29/06/24
Auckland,1,1,0,353783484,0,1,1,29/06/24
Australian Capital Territory,1,1,0,353783484,0,1,1,29/06/24
Auvergne-Rhone-Alpes,0,1,0,353783484,0,1,1,29/06/24
Bavaria,0,1,0,353783484,0,1,1,29/06/24
Beirut Governorate,1,1,0,353783484,0,0,0,29/06/24
British Columbia,21,22,0,353783484,0,0.434782609,10,29/06/24
California,21,21,0,353783484,0,0.545454545,12,29/06/24
Capital Governorate,1,1,0,353783484,0,1,1,29/06/24
Casablanca-Settat,1,1,0,353783484,0,0,0,29/06/24
Central Visayas,1,1,0,353783484,0,1,1,29/06/24
Chhattisgarh,1,1,0,353783484,0,1,1,29/06/24
Colorado,3,3,0,353783484,0,0.2,1,29/06/24
Delhi,0,1,0,353783484,0,0,0,29/06/24
District of Columbia,1,1,0,353783484,0,0,0,29/06/24
England,28,29,0,353783484,0,0.580645161,18,29/06/24
Florida,14,14,0,353783484,0,0.666666667,10,29/06/24
Gauteng,1,1,0,353783484,0,0,0,29/06/24
Georgia,6,6,0,353783484,0,0.666666667,4,29/06/24
Goa,1,1,0,353783484,0,0,0,29/06/24
Halland County,1,1,0,353783484,0,1,1,29/06/24
Haryana,1,1,0,353783484,0,0,0,29/06/24
Hessen,1,1,0,353783484,0,1,1,29/06/24
Idaho,1,1,0,353783484,0,1,1,29/06/24
Ile-de-France,4,4,0,353783484,0,0.25,1,29/06/24
Illinois,6,6,0,353783484,0,0.571428571,4,29/06/24
Indiana,1,1,0,353783484,0,0,0,29/06/24
Iowa,1,1,0,353783484,0,1,1,29/06/24
Jammu and Kashmir,1,1,0,353783484,0,1,1,29/06/24
Kansas,0,1,0,353783484,0,1,1,29/06/24
Karnataka,2,2,0,353783484,0,1,2,29/06/24
Kentucky,8,8,0,353783484,0,0.625,5,29/06/24
Kerala,1,1,0,353783484,0,0,0,29/06/24
Kigali City,1,1,0,353783484,0,0,0,29/06/24
Krasnodar Krai,1,1,0,353783484,0,0,0,29/06/24
KwaZulu-Natal,1,1,0,353783484,0,1,1,29/06/24
Louisiana,3,3,0,353783484,0,1,3,29/06/24
Lower Saxony,1,1,0,353783484,0,1,1,29/06/24
Lusaka Province,1,1,0,353783484,0,0.5,1,29/06/24
Maharashtra,4,4,0,353783484,0,0.25,1,29/06/24
Maryland,4,4,0,353783484,0,1,4,29/06/24
Massachusetts,6,6,0,353783484,0,0.666666667,4,29/06/24
Metro Manila,2,2,0,353783484,0,1,2,29/06/24
Michigan,7,7,0,353783484,0,0.5,4,29/06/24
Minnesota,1,1,0,353783484,0,1,1,29/06/24
Mississippi,1,1,0,353783484,0,0,0,29/06/24
Missouri,3,3,0,353783484,0,0.666666667,2,29/06/24
Nevada,2,2,0,353783484,0,0,0,29/06/24
New Brunswick,1,1,0,353783484,0,1,1,29/06/24
New Jersey,2,3,0,353783484,0,0.666666667,2,29/06/24
New Mexico,1,1,0,353783484,0,0,0,29/06/24
New South Wales,3,3,0,353783484,0,1,3,29/06/24
New York,13,15,0,353783484,0,0.4375,7,29/06/24
Newfoundland and Labrador,0,1,0,353783484,0,1,1,29/06/24
North Carolina,3,3,0,353783484,0,0.666666667,2,29/06/24
North Dakota,1,1,0,353783484,0,0,0,29/06/24
North Holland,1,1,0,353783484,0,1,1,29/06/24
North Rhine-Westphalia,1,1,0,353783484,0,1,1,29/06/24
Nouvelle-Aquitaine,1,2,0,353783484,0,0.5,1,29/06/24
Nova Scotia,2,2,0,353783484,0,0.333333333,1,29/06/24
Ohio,9,9,0,353783484,0,0.444444444,4,29/06/24
Oklahoma,2,3,0,353783484,0,0.5,2,29/06/24
Ontario,164,204,0,353783484,0,0.659836066,161,29/06/24
Oregon,2,2,0,353783484,0,0.5,1,29/06/24
Oslo,1,1,0,353783484,0,1,1,29/06/24
Pays de la Loire,1,1,0,353783484,0,0,0,29/06/24
Pennsylvania,9,10,0,353783484,0,0.545454545,6,29/06/24
Prince Edward Island,1,1,0,353783484,0,1,1,29/06/24
Punjab,1,1,0,353783484,0,1,1,29/06/24
Quebec,52,60,0,353783484,0,0.603174603,38,29/06/24
Queensland,1,2,0,353783484,0,0.5,1,29/06/24
Saskatchewan,3,3,0,353783484,0,0.333333333,1,29/06/24
Selangor,1,1,0,353783484,0,1,1,29/06/24
South Australia,5,5,0,353783484,0,0.6,3,29/06/24
South Carolina,1,1,0,353783484,0,0,0,29/06/24
South Dakota,1,1,0,353783484,0,1,1,29/06/24
St. Andrew Parish,1,1,0,353783484,0,1,1,29/06/24
Tamil Nadu,2,2,0,353783484,0,0.5,1,29/06/24
Telangana,1,1,0,353783484,0,0,0,29/06/24
Tennessee,3,5,0,353783484,0,0.6,3,29/06/24
Texas,18,18,0,353783484,0,0.473684211,9,29/06/24
Tokyo,2,2,0,353783484,0,0,0,29/06/24
Valencian Community,1,1,0,353783484,0,1,1,29/06/24
Vermont,1,1,0,353783484,0,1,1,29/06/24
Victoria,4,4,0,353783484,0,0.75,3,29/06/24
Virginia,9,9,0,353783484,0,0.555555556,5,29/06/24
Washington,8,8,0,353783484,0,0.375,3,29/06/24
Wellington,1,1,0,353783484,0,0,0,29/06/24
West Virginia,2,2,0,353783484,0,1,2,29/06/24
Wisconsin,3,3,0,353783484,0,0.333333333,1,29/06/24
Wyoming,1,1,0,353783484,0,1,1,29/06/24
Zurich,1,1,0,353783484,0,0,0,29/06/24
(not set),12,12,0,353783484,0,0.285714286,4,30/06/24
Addis Ababa,1,1,0,353783484,0,0,0,30/06/24
Alabama,4,4,0,353783484,0,0.25,1,30/06/24
Alberta,9,10,0,353783484,0,0.636363636,7,30/06/24
Arizona,7,7,0,353783484,0,0.625,5,30/06/24
Arkansas,0,1,0,353783484,0,0,0,30/06/24
Attica,1,1,0,353783484,0,1,1,30/06/24
Auckland,1,2,0,353783484,0,0.5,1,30/06/24
Baden-Wurttemberg,1,1,0,353783484,0,0,0,30/06/24
British Columbia,27,27,0,353783484,0,0.566666667,17,30/06/24
Calabarzon,1,1,0,353783484,0,0,0,30/06/24
California,16,22,0,353783484,0,0.166666667,4,30/06/24
Canterbury,1,1,0,353783484,0,0,0,30/06/24
Chungcheongnam-do,1,1,0,353783484,0,0,0,30/06/24
Coahuila,0,1,0,353783484,0,1,1,30/06/24
Colorado,6,6,0,353783484,0,1,6,30/06/24
Connecticut,3,3,0,353783484,0,0.666666667,2,30/06/24
County Dublin,1,1,0,353783484,0,1,1,30/06/24
Delhi,1,1,0,353783484,0,0,0,30/06/24
Dhaka Division,2,2,0,353783484,0,1,2,30/06/24
District of Prishtine,1,1,0,353783484,0,1,1,30/06/24
Dubai,1,1,0,353783484,0,0,0,30/06/24
England,30,30,0,353783484,0,0.5,16,30/06/24
Federal Territory of Kuala Lumpur,2,2,0,353783484,0,0.5,1,30/06/24
Flanders,1,1,0,353783484,0,1,1,30/06/24
Florida,12,12,0,353783484,0,0.666666667,8,30/06/24
Gauteng,0,1,0,353783484,0,0,0,30/06/24
Gavleborg County,1,1,0,353783484,0,0,0,30/06/24
Georgia,8,8,0,353783484,0,0.3,3,30/06/24
Hessen,1,1,0,353783484,0,1,1,30/06/24
Idaho,2,2,0,353783484,0,1,2,30/06/24
Ile-de-France,2,2,0,353783484,0,0.5,1,30/06/24
Illinois,8,8,0,353783484,0,0.555555556,5,30/06/24
Indiana,3,3,0,353783484,0,1,3,30/06/24
Iowa,3,4,0,353783484,0,0,0,30/06/24
Jakarta,1,1,0,353783484,0,1,1,30/06/24
Jalisco,1,1,0,353783484,0,1,1,30/06/24
Kansas,2,2,0,353783484,0,1,2,30/06/24
Karnataka,1,1,0,353783484,0,0,0,30/06/24
Kentucky,2,3,0,353783484,0,0,0,30/06/24
Kerala,1,1,0,353783484,0,1,1,30/06/24
Kigali City,1,1,0,353783484,0,0,0,30/06/24
Madhya Pradesh,1,1,0,353783484,0,0,0,30/06/24
Maine,3,3,0,353783484,0,0.333333333,1,30/06/24
Manitoba,3,3,0,353783484,0,1,3,30/06/24
Maryland,2,2,0,353783484,0,1,2,30/06/24
Massachusetts,8,8,0,353783484,0,0.625,5,30/06/24
Metro Manila,1,1,0,353783484,0,0,0,30/06/24
Michigan,4,4,0,353783484,0,0.2,1,30/06/24
Minnesota,3,3,0,353783484,0,1,3,30/06/24
Missouri,2,2,0,353783484,0,1,2,30/06/24
Moscow,0,1,0,353783484,0,0,0,30/06/24
Nebraska,1,1,0,353783484,0,0,0,30/06/24
New Brunswick,4,4,0,353783484,0,0.75,3,30/06/24
New Jersey,4,5,0,353783484,0,0.4,2,30/06/24
New Mexico,1,1,0,353783484,0,0,0,30/06/24
New South Wales,1,2,0,353783484,0,0.333333333,1,30/06/24
New York,18,20,0,353783484,0,0.454545455,10,30/06/24
Newfoundland and Labrador,1,1,0,353783484,0,0,0,30/06/24
North Brabant,1,1,0,353783484,0,1,1,30/06/24
North Carolina,8,8,0,353783484,0,0.333333333,3,30/06/24
North Dakota,1,1,0,353783484,0,1,1,30/06/24
Nova Scotia,5,5,0,353783484,0,1,5,30/06/24
Occitanie,2,2,0,353783484,0,1,2,30/06/24
Ohio,3,4,0,353783484,0,0.75,3,30/06/24
Ontario,126,166,0,353783484,0,0.648648649,120,30/06/24
Oregon,2,2,0,353783484,0,0.5,1,30/06/24
Pennsylvania,9,9,0,353783484,0,0.666666667,6,30/06/24
Primorje-Gorski Kotar County,1,1,0,353783484,0,0,0,30/06/24
Prince Edward Island,1,1,0,353783484,0,1,1,30/06/24
Quebec,26,33,0,353783484,0,0.513513514,19,30/06/24
Queensland,1,1,0,353783484,0,0,0,30/06/24
Region XII,1,1,0,353783484,0,1,1,30/06/24
Rhode Island,1,1,0,353783484,0,0,0,30/06/24
Rivers,1,1,0,353783484,0,1,1,30/06/24
Saskatchewan,1,1,0,353783484,0,0,0,30/06/24
Scotland,1,2,0,353783484,0,0,0,30/06/24
Sodermanland County,1,1,0,353783484,0,1,1,30/06/24
South Carolina,4,4,0,353783484,0,0.25,1,30/06/24
South Dakota,2,2,0,353783484,0,1,2,30/06/24
Tamil Nadu,2,2,0,353783484,0,0,0,30/06/24
Tasmania,1,1,0,353783484,0,0,0,30/06/24
Tennessee,2,2,0,353783484,0,0,0,30/06/24
Texas,14,15,0,353783484,0,0.6,9,30/06/24
Tokyo,1,1,0,353783484,0,0,0,30/06/24
Utah,3,3,0,353783484,0,0.666666667,2,30/06/24
Utrecht,1,1,0,353783484,0,1,1,30/06/24
Vastra Gotaland County,1,1,0,353783484,0,0,0,30/06/24
Vermont,1,1,0,353783484,0,0,0,30/06/24
Victoria,2,3,0,353783484,0,0.333333333,1,30/06/24
Vilnius County,1,1,0,353783484,0,1,1,30/06/24
Virginia,6,6,0,353783484,0,0.5,3,30/06/24
Wales,1,1,0,353783484,0,0,0,30/06/24
Washington,9,10,0,353783484,0,0.5,5,30/06/24
Wellington,1,1,0,353783484,0,0,0,30/06/24
Western Cape,4,4,0,353783484,0,0,0,30/06/24
Wisconsin,2,2,0,353783484,0,0.333333333,1,30/06/24
Zurich,0,1,0,353783484,0,0,0,30/06/24
(not set),5,5,0,353783484,0,0.8,4,01/07/24
Alabama,2,2,0,353783484,0,0.5,1,01/07/24
Alaska,0,1,0,353783484,0,0,0,01/07/24
Alberta,9,9,0,353783484,0,0.333333333,3,01/07/24
Arizona,1,1,0,353783484,0,0,0,01/07/24
Arkansas,2,3,0,353783484,0,0,0,01/07/24
Auckland,4,5,0,353783484,0,0.6,3,01/07/24
Australian Capital Territory,1,1,0,353783484,0,0,0,01/07/24
Bay of Plenty,1,1,0,353783484,0,0,0,01/07/24
Berlin,1,1,0,353783484,0,1,1,01/07/24
Bogota,0,1,0,353783484,0,0,0,01/07/24
British Columbia,15,18,0,353783484,0,0.611111111,11,01/07/24
Brittany,1,1,0,353783484,0,1,1,01/07/24
Bucharest,1,1,0,353783484,0,1,1,01/07/24
Calabarzon,1,1,0,353783484,0,1,1,01/07/24
California,16,19,0,353783484,0,0.368421053,7,01/07/24
Capital Region of Denmark,1,1,0,353783484,0,1,1,01/07/24
Central Java,1,1,0,353783484,0,0,0,01/07/24
Central Region,1,1,0,353783484,0,0,0,01/07/24
Colorado,3,3,0,353783484,0,0,0,01/07/24
Connecticut,1,1,0,353783484,0,1,1,01/07/24
County Dublin,1,1,0,353783484,0,1,1,01/07/24
Delaware,1,1,0,353783484,0,1,1,01/07/24
Delhi,1,1,0,353783484,0,1,1,01/07/24
District of Columbia,4,4,0,353783484,0,0.4,2,01/07/24
Doha Municipality,1,1,0,353783484,0,1,1,01/07/24
East Java,1,1,0,353783484,0,0,0,01/07/24
England,32,32,0,353783484,0,0.472222222,17,01/07/24
Faiyum Governorate,1,1,0,353783484,0,1,1,01/07/24
Federal Territory of Kuala Lumpur,1,2,0,353783484,0,0.25,1,01/07/24
Flanders,1,1,0,353783484,0,0,0,01/07/24
Florida,12,12,0,353783484,0,0.583333333,7,01/07/24
Gauteng,1,1,0,353783484,0,1,1,01/07/24
Georgia,13,16,0,353783484,0,0.555555556,10,01/07/24
Groningen,1,1,0,353783484,0,1,1,01/07/24
Hawaii,1,1,0,353783484,0,1,1,01/07/24
Hessen,1,1,0,353783484,0,1,1,01/07/24
Illinois,10,10,0,353783484,0,0.5,5,01/07/24
Indiana,5,5,0,353783484,0,0.428571429,3,01/07/24
Iowa,3,3,0,353783484,0,0.666666667,2,01/07/24
Istanbul,1,1,0,353783484,0,1,1,01/07/24
Kansas,1,1,0,353783484,0,1,1,01/07/24
Kentucky,2,2,0,353783484,0,0.5,1,01/07/24
Kerala,1,1,0,353783484,0,1,1,01/07/24
KwaZulu-Natal,1,1,0,353783484,0,0,0,01/07/24
Lagos,6,6,0,353783484,0,0.333333333,2,01/07/24
Limpopo,1,1,0,353783484,0,0,0,01/07/24
Lisbon,1,1,0,353783484,0,0,0,01/07/24
Lombardy,1,1,0,353783484,0,0,0,01/07/24
Louisiana,2,2,0,353783484,0,1,2,01/07/24
Lucerne,1,1,0,353783484,0,0,0,01/07/24
Lusaka Province,1,1,0,353783484,0,0,0,01/07/24
Madeira,1,1,0,353783484,0,1,1,01/07/24
Maharashtra,1,1,0,353783484,0,1,1,01/07/24
Maine,1,2,0,353783484,0,0.5,1,01/07/24
Manitoba,3,3,0,353783484,0,0.666666667,2,01/07/24
Maryland,1,1,0,353783484,0,1,1,01/07/24
Massachusetts,5,5,0,353783484,0,0.8,4,01/07/24
Michigan,7,7,0,353783484,0,0.714285714,5,01/07/24
Missouri,1,1,0,353783484,0,1,1,01/07/24
Montana,2,3,0,353783484,0,0.333333333,1,01/07/24
Moscow,3,3,0,353783484,0,0.666666667,2,01/07/24
Muscat Governorate,1,1,0,353783484,0,1,1,01/07/24
Nairobi County,1,1,0,353783484,0,1,1,01/07/24
Nevada,3,4,0,353783484,0,0.5,2,01/07/24
New Brunswick,2,2,0,353783484,0,1,2,01/07/24
New Jersey,2,2,0,353783484,0,0.5,1,01/07/24
New Mexico,1,1,0,353783484,0,0,0,01/07/24
New South Wales,5,5,0,353783484,0,0.4,2,01/07/24
New York,16,16,0,353783484,0,0.611111111,11,01/07/24
Newfoundland and Labrador,2,3,0,353783484,0,0.333333333,1,01/07/24
North Carolina,6,6,0,353783484,0,0.166666667,1,01/07/24
North Holland,1,1,0,353783484,0,0,0,01/07/24
North Rhine-Westphalia,1,1,0,353783484,0,1,1,01/07/24
Northern Ireland,1,1,0,353783484,0,0,0,01/07/24
Nouvelle-Aquitaine,1,1,0,353783484,0,1,1,01/07/24
Nova Scotia,6,6,0,353783484,0,0.666666667,4,01/07/24
Ohio,6,6,0,353783484,0,0.166666667,1,01/07/24
Oklahoma,2,2,0,353783484,0,0.5,1,01/07/24
Ontario,147,173,0,353783484,0,0.670212766,126,01/07/24
Oregon,2,3,0,353783484,0,0.333333333,1,01/07/24
Pennsylvania,4,5,0,353783484,0,0.8,4,01/07/24
Punjab,1,1,0,353783484,0,0,0,01/07/24
Quang Binh Province,1,1,0,353783484,0,1,2,01/07/24
Quebec,24,29,0,353783484,0,0.606060606,20,01/07/24
Queensland,1,1,0,353783484,0,0,0,01/07/24
Republic of Tatarstan,1,1,0,353783484,0,1,1,01/07/24
Rhode Island,1,1,0,353783484,0,1,1,01/07/24
Saskatchewan,2,3,0,353783484,0,0.666666667,2,01/07/24
Scotland,2,2,0,353783484,0,0.5,1,01/07/24
Selangor,0,1,0,353783484,0,0,0,01/07/24
Sikkim,0,1,0,353783484,0,1,2,01/07/24
South Carolina,2,3,0,353783484,0,0,0,01/07/24
Tamil Nadu,3,3,0,353783484,0,0.666666667,2,01/07/24
Tennessee,3,3,0,353783484,0,0.333333333,1,01/07/24
Texas,10,12,0,353783484,0,0.5,6,01/07/24
Tunapuna/Piarco Regional Corporation,1,1,0,353783484,0,0,0,01/07/24
Utah,2,2,0,353783484,0,0.5,1,01/07/24
Uusimaa,1,1,0,353783484,0,1,1,01/07/24
Victoria,7,8,0,353783484,0,0.75,6,01/07/24
Virginia,7,8,0,353783484,0,0.625,5,01/07/24
Wales,2,2,0,353783484,0,0,0,01/07/24
Washington,1,1,0,353783484,0,0,0,01/07/24
Wellington,0,1,0,353783484,0,0,0,01/07/24
West Bengal,2,3,0,353783484,0,0.6,3,01/07/24
West Virginia,1,1,0,353783484,0,0,0,01/07/24
Western Province,1,1,0,353783484,0,0,0,01/07/24
Wisconsin,2,2,0,353783484,0,0.5,1,01/07/24
Yukon,1,1,0,353783484,0,1,1,01/07/24
Zhejiang,1,1,0,353783484,0,1,1,01/07/24
(not set),29,30,0,353783484,0,0.151515152,5,02/07/24
Akershus,1,1,0,353783484,0,1,1,02/07/24
Alabama,1,1,0,353783484,0,0,0,02/07/24
Alberta,10,12,0,353783484,0,0.461538462,6,02/07/24
Arizona,3,3,0,353783484,0,0.333333333,1,02/07/24
Arkansas,1,1,0,353783484,0,1,1,02/07/24
Aseer Province,1,1,0,353783484,0,0,0,02/07/24
Auckland,1,1,0,353783484,0,1,1,02/07/24
Auvergne-Rhone-Alpes,0,1,0,353783484,0,1,1,02/07/24
Baden-Wurttemberg,1,1,0,353783484,0,1,1,02/07/24
Bavaria,1,1,0,353783484,0,0,0,02/07/24
Berlin,2,2,0,353783484,0,1,2,02/07/24
British Columbia,29,33,0,353783484,0,0.571428571,20,02/07/24
Buenos Aires,1,1,0,353783484,0,1,1,02/07/24
Calabarzon,0,1,0,353783484,0,0,0,02/07/24
California,20,22,0,353783484,0,0.782608696,18,02/07/24
Capital Region of Denmark,1,1,0,353783484,0,1,1,02/07/24
Central Region,0,1,0,353783484,0,0,0,02/07/24
Colorado,3,3,0,353783484,0,0.666666667,2,02/07/24
Connecticut,1,1,0,353783484,0,1,1,02/07/24
County Cork,1,1,0,353783484,0,0,0,02/07/24
County Dublin,2,2,0,353783484,0,0.5,1,02/07/24
Couva-Tabaquite-Talparo Regional Corporation,1,1,0,353783484,0,1,1,02/07/24
Delhi,1,1,0,353783484,0,0,0,02/07/24
Dhaka Division,1,1,0,353783484,0,1,1,02/07/24
District of Columbia,2,2,0,353783484,0,1,2,02/07/24
Drenthe,1,1,0,353783484,0,1,1,02/07/24
Dubai,1,1,0,353783484,0,1,1,02/07/24
East Java,1,1,0,353783484,0,0,0,02/07/24
Eastern Cape,1,1,0,353783484,0,1,1,02/07/24
England,33,34,0,353783484,0,0.578947368,22,02/07/24
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,02/07/24
Flanders,1,1,0,353783484,0,0,0,02/07/24
Florida,16,16,0,353783484,0,0.625,10,02/07/24
Georgia,11,14,0,353783484,0,0.642857143,9,02/07/24
Guangdong Province,1,1,0,353783484,0,1,1,02/07/24
Halland County,1,1,0,353783484,0,0,0,02/07/24
Harare Province,1,1,0,353783484,0,0,0,02/07/24
Hawaii,1,1,0,353783484,0,1,1,02/07/24
Hradec Kralove Region,1,1,0,353783484,0,1,1,02/07/24
Illinois,12,12,0,353783484,0,0.583333333,7,02/07/24
Indiana,5,5,0,353783484,0,0.5,3,02/07/24
Iowa,1,1,0,353783484,0,1,1,02/07/24
Islamabad Capital Territory,1,1,0,353783484,0,0.5,1,02/07/24
Kansas,2,2,0,353783484,0,0.5,1,02/07/24
Karnataka,1,1,0,353783484,0,1,1,02/07/24
Kerala,2,2,0,353783484,0,0,0,02/07/24
Khulna Division,1,1,0,353783484,0,1,1,02/07/24
Limpopo,1,1,0,353783484,0,0,0,02/07/24
Louisiana,1,1,0,353783484,0,1,1,02/07/24
Lusaka Province,0,1,0,353783484,0,1,1,02/07/24
Maharashtra,4,4,0,353783484,0,0.25,1,02/07/24
Manitoba,5,5,0,353783484,0,0.8,4,02/07/24
Manzini,1,1,0,353783484,0,1,1,02/07/24
Maryland,1,1,0,353783484,0,1,1,02/07/24
Massachusetts,3,3,0,353783484,0,1,3,02/07/24
Metro Manila,4,5,0,353783484,0,1,5,02/07/24
Michigan,4,5,0,353783484,0,0.4,2,02/07/24
Minnesota,3,3,0,353783484,0,0.333333333,1,02/07/24
Mississippi,1,1,0,353783484,0,1,1,02/07/24
Missouri,3,4,0,353783484,0,0.4,2,02/07/24
Muscat Governorate,1,1,0,353783484,0,1,1,02/07/24
Nebraska,1,2,0,353783484,0,0.5,1,02/07/24
Nevada,1,2,0,353783484,0,0,0,02/07/24
New Brunswick,4,4,0,353783484,0,0.5,2,02/07/24
New Jersey,6,6,0,353783484,0,0.666666667,4,02/07/24
New Mexico,1,1,0,353783484,0,1,1,02/07/24
New South Wales,5,5,0,353783484,0,0.4,2,02/07/24
New York,12,13,0,353783484,0,0.571428571,8,02/07/24
Newfoundland and Labrador,2,2,0,353783484,0,1,2,02/07/24
North Carolina,7,8,0,353783484,0,0.5,4,02/07/24
North Dakota,2,2,0,353783484,0,1,2,02/07/24
North Holland,2,2,0,353783484,0,1,3,02/07/24
North Rhine-Westphalia,1,1,0,353783484,0,1,1,02/07/24
Northern Ireland,2,2,0,353783484,0,0.5,1,02/07/24
Nouvelle-Aquitaine,1,1,0,353783484,0,1,1,02/07/24
Nova Scotia,3,5,0,353783484,0,1,5,02/07/24
